"V1","V2","V3","V4","V5","V6"
"0620513","4","11:18:26","4","11:25:45","bike"
"0620514","4","14:48:28","4","15:12:24","walk"
"0620515","4","15:12:34","4","16:06:47","bus"
"0620516","4","16:47:54","4","16:50:37","walk"
"0620517","4","16:50:50","4","17:26:21","subway"
"0620518","4","17:26:32","4","17:34:55","bus"
"0620519","4","17:35:04","4","17:48:22","walk"
"0620520","4","18:25:59","4","18:26:58","walk"
"0620521","4","18:48:33","4","19:22:25","walk"
"0620522","4","19:27:38","4","19:34:27","bike"
"0620523","4","19:39:50","4","19:51:36","bike"
"0620524","5","08:15:27","5","08:21:42","walk"
"0620525","5","08:21:48","5","08:57:16","bus"
"0620526","5","20:06:07","5","20:33:44","bus"
"0620527","5","20:33:53","5","20:47:24","bike"
"0620528","6","12:28:15","6","13:20:21","walk"
"0620529","6","14:06:46","6","14:16:48","walk"
"0620530","6","17:48:09","6","17:52:48","walk"
"0620531","7","12:44:43","7","12:46:14","walk"
"0620532","7","13:35:59","7","14:04:54","walk"
"0620533","7","14:28:02","7","15:59:30","walk"
"0620534","7","16:03:15","7","16:32:38","bus"
"0620535","7","16:32:45","7","16:50:09","walk"
"0620536","7","17:39:29","7","17:54:14","walk"
"0620537","7","17:54:22","7","18:09:07","bus"
"0620538","7","18:09:16","7","18:50:36","walk"
"0620539","7","19:08:07","7","19:27:01","bike"
"0620540","7","21:34:29","7","21:42:15","bike"
"0620541","1","09:31:16","1","10:04:30","bus"
"0620542","1","10:04:41","1","10:09:04","walk"
"0620543","1","11:01:28","1","11:07:49","walk"
"0620544","1","11:08:08","1","11:29:44","bus"
"0620545","1","11:29:53","1","11:37:30","walk"
"0620546","1","11:45:05","1","11:45:23","walk"
"0620547","1","12:20:38","1","13:01:21","bus"
"0620548","1","13:01:31","1","13:03:58","walk"
"0620549","1","18:24:39","1","18:26:24","walk"
"0620550","1","19:18:35","1","19:31:00","bus"
"0620551","1","19:31:19","1","19:34:31","walk"
"0620552","2","10:19:01","2","10:55:39","walk"
"0620553","2","11:59:22","2","12:01:01","walk"
"0620554","2","12:18:49","2","12:22:14","walk"
"0620555","2","12:23:01","2","12:56:24","bus"
"0620556","2","12:56:35","2","12:59:20","walk"
"0620557","2","12:59:29","2","13:22:40","bus"
"0620558","2","13:22:47","2","13:29:00","walk"
"0620559","2","16:01:26","2","16:41:46","bus"
"0620560","2","16:41:53","2","16:56:00","walk"
"0620561","2","16:56:00","2","17:05:19","bus"
"0620562","2","17:05:28","2","17:27:24","walk"
"0620563","2","17:56:40","2","18:13:57","bus"
"0620564","2","18:36:34","2","19:17:44","walk"
"0620565","2","19:36:45","2","19:40:40","bike"
"0620566","3","09:24:35","3","09:32:18","bike"
"0620567","3","09:32:26","3","10:10:47","walk"
"0620568","3","10:11:00","3","10:24:30","bike"
"0620569","3","11:33:38","3","12:09:52","walk"
"0620570","3","18:11:40","3","18:16:47","walk"
"0620571","3","18:16:55","3","18:53:35","bus"
"0620572","3","18:54:15","3","19:32:49","bus"
"0620573","3","19:33:06","3","19:37:47","walk"
"0620574","4","08:42:53","4","09:28:47","walk"
"0620575","4","09:29:10","4","10:06:10","bus"
"0620576","4","10:06:20","4","10:09:40","walk"
"0620577","4","17:58:12","4","18:33:41","bus"
"0620578","4","18:33:51","4","18:34:56","walk"
"0620579","4","19:09:12","4","19:28:27","walk"
"0620580","4","19:43:25","4","19:45:52","walk"
"0620581","5","09:04:38","5","09:41:57","bus"
"0620582","5","09:42:06","5","09:45:50","walk"
"0620583","5","18:14:55","5","18:53:53","bus"
"0620584","5","18:54:00","5","19:01:11","walk"
"0620585","6","09:08:37","6","09:15:00","walk"
"0620586","6","09:15:00","6","09:57:51","bus"
"0620587","6","09:57:59","6","10:14:00","walk"
"0620588","6","10:14:00","6","11:04:48","bus"
"0620589","6","11:04:57","6","11:13:13","walk"
"0620590","7","14:05:51","7","14:08:29","car"
"0620591","7","14:14:11","7","14:45:31","bus"
"0620592","7","14:45:38","7","14:47:35","walk"
"0620593","7","16:15:59","7","16:49:47","car"
"0620594","7","16:49:56","7","16:55:41","walk"
"0620595","7","17:37:10","7","19:45:24","walk"
"0620596","7","21:02:40","7","21:14:30","bike"
"0620597","7","22:14:24","7","22:18:24","bike"
"0620598","1","09:08:46","1","09:52:38","bus"
"0620599","1","09:52:50","1","09:55:58","walk"
"0620600","1","18:06:34","1","18:53:39","bus"
"0620601","1","18:53:47","1","19:03:06","walk"
"0620602","1","19:08:27","1","19:27:18","bike"
"0620603","1","20:49:21","1","21:50:19","bike"
"0620604","2","09:00:58","2","09:38:55","bike"
"0620605","2","09:49:34","2","09:55:00","bike"
"0620606","2","09:55:00","2","10:29:58","bus"
"0620607","2","10:30:08","2","10:34:17","walk"
"0620608","2","17:27:39","2","18:08:45","bus"
"0620609","2","18:08:53","2","18:15:17","walk"
"0620610","3","07:57:26","3","08:29:42","bus"
"0620611","3","08:29:49","3","08:33:43","walk"
"0620612","3","12:49:10","3","12:55:00","walk"
"0620613","3","12:55:00","3","13:50:08","bus"
"0620614","3","13:50:19","3","14:07:59","walk"
"0620615","3","16:30:10","3","17:15:00","subway"
"0620616","3","17:15:00","3","17:19:49","bus"
"0620617","3","17:19:57","3","17:42:00","walk"
"0620618","3","17:42:00","3","18:01:58","bus"
"0620619","3","18:02:10","3","18:15:22","walk"
"0620620","3","19:09:28","3","19:15:43","walk"
"0620621","4","07:54:33","4","08:18:00","bus"
"0620622","4","08:18:00","4","08:21:47","walk"
"0620623","4","12:05:06","4","12:16:31","walk"
"0620624","4","13:03:43","4","13:10:27","walk"
"0620625","4","16:56:22","4","18:24:48","walk"
"0620626","4","18:24:56","4","19:20:49","bus"
"0620627","4","19:20:56","4","19:30:15","walk"
"0620628","4","19:36:27","4","19:38:46","bike"
"0620629","4","20:50:28","4","21:41:52","bike"
"0620630","5","08:37:51","5","08:50:40","bike"
"0620631","5","09:03:50","5","09:30:25","bike"
"0620632","5","09:35:25","5","10:23:44","bus"
"0620633","5","10:23:51","5","10:27:37","walk"
"0620634","5","17:46:39","5","18:55:40","bus"
"0620635","5","18:55:49","5","19:04:36","walk"
"0620636","6","10:12:48","6","10:27:00","walk"
"0620637","6","10:27:00","6","10:49:00","bus"
"0620638","6","10:49:00","6","11:00:43","walk"
"0620639","6","11:34:09","6","11:46:08","walk"
"0620640","6","11:46:17","6","11:57:22","bus"
"0620641","6","11:57:37","6","11:59:00","walk"
"0620642","6","11:59:00","6","12:47:00","bus"
"0620643","6","12:47:00","6","12:58:34","walk"
"0620644","6","15:12:07","6","19:08:44","walk"
"0620645","7","12:20:06","7","12:53:00","bus"
"0620646","7","12:53:00","7","13:06:00","walk"
"0620647","7","13:06:00","7","13:35:27","bus"
"0620648","7","13:35:35","7","13:45:34","walk"
"0620649","1","08:27:29","1","08:51:26","bike"
"0620650","1","09:00:16","1","09:05:11","walk"
"0620651","1","09:05:19","1","09:41:22","bus"
"0620652","1","09:41:38","1","09:45:49","walk"
"0620653","1","17:42:47","1","17:57:50","bus"
"0620654","1","17:58:00","1","17:58:44","walk"
"0620655","1","18:38:07","1","18:52:23","walk"
"0620656","1","19:37:53","1","19:41:09","bike"
"0620657","1","20:38:37","1","20:51:04","bike"
"0620658","2","09:14:55","2","09:15:29","walk"
"0620659","2","09:15:38","2","09:56:30","bus"
"0620660","2","09:56:38","2","10:00:43","walk"
"0620661","2","18:26:53","2","18:55:48","bus"
"0620662","2","18:56:02","2","19:19:44","walk"
"0620663","3","08:50:01","3","09:02:46","walk"
"0620664","3","09:16:18","3","11:08:52","walk"
"0620665","3","11:14:25","3","11:35:22","walk"
"0620666","3","12:09:00","3","12:11:28","walk"
"0620667","3","16:38:55","3","16:48:36","walk"
"0620668","3","19:44:39","3","19:47:11","bike"
"0620669","3","20:48:56","3","20:55:29","bike"
"0620670","5","09:11:11","5","09:19:18","walk"
"0620671","5","09:19:37","5","09:54:52","bus"
"0620672","5","09:55:00","5","09:58:51","walk"
"0620673","5","12:53:16","5","12:57:58","walk"
"0620674","5","19:00:18","5","19:15:02","bus"
"0620675","5","19:15:27","5","19:21:13","walk"
"0620676","5","21:20:36","5","21:32:02","walk"
"0620677","6","09:06:51","6","10:26:04","bike"
"0620678","6","10:28:21","6","10:35:53","walk"
"0620679","6","10:36:04","6","11:10:51","bus"
"0620680","6","11:10:58","6","11:14:38","walk"
"0620681","6","16:05:31","6","16:49:13","bus"
"0620682","6","16:49:23","6","17:08:25","walk"
"0620683","6","18:28:34","6","18:48:22","walk"
"0620684","7","07:56:27","7","08:26:42","bus"
"0620685","7","08:27:06","7","08:42:59","walk"
"0620686","7","11:15:20","7","11:32:00","walk"
"0620687","7","11:32:00","7","12:17:24","bus"
"0620688","7","12:17:35","7","12:48:55","walk"
"0620689","7","12:50:03","7","13:24:18","bus"
"0620690","7","13:24:27","7","13:28:14","walk"
"0620691","1","08:23:37","1","08:36:20","walk"
"0620692","1","08:37:21","1","09:18:00","bus"
"0620693","1","09:18:09","1","09:22:29","walk"
"0620694","1","14:25:53","1","14:30:00","walk"
"0620695","1","14:30:00","1","14:51:22","bus"
"0620696","1","14:51:38","1","14:55:14","walk"
"0620697","1","18:19:37","1","18:55:04","bus"
"0620698","1","18:55:12","1","19:04:21","walk"
"0620699","1","20:12:54","1","23:04:43","walk"
"0620700","2","08:24:43","2","08:37:02","walk"
"0620701","2","08:37:11","2","09:14:52","bus"
"0620702","2","09:15:03","2","09:25:08","walk"
"0620703","2","14:42:50","2","15:18:15","bus"
"0620704","2","15:18:24","2","15:25:31","walk"
"0620705","2","15:35:03","2","16:35:03","bike"
"0620706","2","16:35:21","2","16:43:19","bike"
"0620707","2","19:36:54","2","19:41:36","bike"
"0620708","3","08:24:16","3","08:35:55","walk"
"0620709","3","08:36:07","3","09:16:19","bus"
"0620710","3","09:16:27","3","09:20:58","walk"
"0620711","3","13:43:39","3","13:44:21","walk"
"0620712","3","16:08:34","3","17:31:00","bus"
"0620713","3","17:31:07","3","17:32:36","walk"
"0620714","3","17:59:49","3","18:01:06","walk"
"0620715","3","18:01:40","3","18:15:35","bus"
"0620716","3","18:15:49","3","18:28:51","bus"
"0620717","3","18:57:56","3","19:10:36","walk"
"0620718","4","14:01:41","4","14:33:06","bike"
"0620719","4","16:57:19","4","17:25:40","bike"
"0620720","4","18:11:28","4","18:30:41","walk"
"0620721","4","21:04:07","4","21:20:07","walk"
"0620722","4","21:22:50","4","21:50:12","walk"
"0620723","5","09:12:35","5","10:30:02","bus"
"0620724","5","10:30:09","5","10:35:11","walk"
"0620725","5","12:04:15","5","12:04:57","walk"
"0620726","5","16:18:04","5","16:24:48","walk"
"0620727","5","16:24:56","5","17:50:40","bus"
"0620728","5","17:50:48","5","18:13:58","walk"
"0620729","6","12:06:31","6","12:27:24","bike"
"0620730","6","18:03:22","6","18:19:03","walk"
"0620731","7","10:31:22","7","11:49:51","bike"
"0620732","7","16:03:18","7","16:20:52","bus"
"0620733","7","16:21:00","7","16:37:48","walk"
"0620734","7","16:38:40","7","16:50:39","bus"
"0620735","7","16:50:47","7","16:59:38","bike"
"0620736","7","17:29:14","7","17:46:48","walk"
"0620737","7","19:02:15","7","19:11:54","walk"
"0620738","1","11:35:16","1","11:35:26","walk"
"0620739","1","15:05:12","1","15:13:50","bike"
"0620740","1","17:58:53","1","18:07:02","bike"
"0620741","1","18:48:10","1","18:57:55","bike"
"0620742","1","19:00:23","1","19:08:10","walk"
"0620743","1","19:58:39","1","20:00:39","walk"
"0620744","2","08:36:01","2","09:38:47","bus"
"0620745","2","09:38:56","2","09:42:22","walk"
"0620746","2","16:35:54","2","17:08:31","bus"
"0620747","2","17:08:39","2","17:23:37","walk"
"0620748","2","17:34:48","2","17:45:03","walk"
"0620749","2","17:46:10","2","17:51:38","walk"
"0620750","3","13:53:44","3","16:41:39","bike"
"0620751","3","16:45:24","3","16:52:04","bike"
"0620752","3","17:30:42","3","17:44:08","bike"
"0620753","4","09:37:37","4","10:02:02","bike"
"0620754","4","10:02:11","4","10:19:00","bus"
"0620755","4","10:19:07","4","10:20:45","walk"
"0620756","4","11:59:50","4","12:07:29","bus"
"0620757","4","12:07:37","4","12:20:53","bike"
"0620758","4","13:15:13","4","13:23:34","walk"
"0620759","4","13:52:02","4","13:54:29","walk"
"0620760","5","08:24:37","5","08:32:53","walk"
"0620761","5","08:33:13","5","08:47:41","bus"
"0620762","5","08:47:56","5","09:18:54","bus"
"0620763","5","09:19:03","5","09:23:24","walk"
"0620764","5","16:21:10","5","16:25:52","bus"
"0620765","5","16:26:00","5","16:34:39","walk"
"0620766","5","18:19:46","5","18:25:25","walk"
"0620767","5","18:26:54","5","19:27:34","bus"
"0620768","5","19:27:42","5","19:31:37","walk"
"0620769","5","21:09:16","5","21:39:39","bus"
"0620770","5","21:39:50","5","21:59:54","walk"
"0620771","6","11:10:12","6","11:51:38","bike"
"0620772","6","12:10:39","6","12:18:22","bike"
"0620773","6","16:33:17","6","16:51:54","walk"
"0620774","6","16:52:01","6","17:21:00","bus"
"0620775","6","17:21:00","6","17:32:55","walk"
"0620776","6","18:15:37","6","18:41:54","bus"
"0620777","6","18:42:02","6","18:55:54","walk"
"0620778","7","09:37:02","7","10:35:13","bike"
"0620779","7","11:25:51","7","16:59:21","walk"
"0620780","7","20:26:49","7","20:31:40","bike"
"0620781","1","11:20:28","1","11:55:17","bus"
"0620782","1","11:55:25","1","12:13:13","walk"
"0640001","5","14:47:00","5","15:02:22","walk"
"0640002","5","15:02:23","5","15:18:23","bus"
"0640003","5","15:18:24","5","15:24:01","walk"
"0640004","6","07:17:00","6","07:27:20","bus"
"0640005","6","07:27:21","6","07:59:10","walk"
"0640006","6","13:18:59","6","13:20:57","bus"
"0640007","6","13:20:58","6","13:54:18","walk"
"0640008","6","13:54:19","6","14:09:44","bus"
"0640009","6","14:09:45","6","16:33:04","walk"
"0640010","6","16:33:05","6","16:56:54","bus"
"0640011","6","18:57:36","6","19:19:42","bus"
"0640012","6","19:19:43","6","19:31:18","bike"
"0640013","6","19:31:19","6","19:52:08","walk"
"0640014","7","06:53:35","7","07:00:33","walk"
"0640015","7","07:00:34","7","07:21:26","bus"
"0640016","7","07:21:27","7","07:58:27","walk"
"0640017","7","13:20:06","7","13:30:16","bus"
"0640018","7","13:30:17","7","14:57:00","walk"
"0640019","7","14:57:01","7","15:34:44","walk"
"0640020","7","18:04:59","7","18:25:39","bus"
"0640021","7","18:25:40","7","18:34:11","walk"
"0640022","7","20:31:29","7","20:40:17","bike"
"0640023","1","07:02:35","1","07:06:09","walk"
"0640024","1","07:06:10","1","07:32:57","bus"
"0640025","1","17:33:59","1","17:49:10","walk"
"0640026","1","17:49:11","1","18:19:23","bus"
"0640027","1","18:19:24","1","18:35:05","bike"
"0640028","3","07:05:36","3","07:23:54","bus"
"0640029","3","13:13:36","3","13:38:34","bus"
"0640030","3","13:38:35","3","14:51:08","walk"
"0640031","3","14:51:09","3","15:22:12","bus"
"0640032","3","15:22:13","3","15:27:50","walk"
"0640033","3","17:47:18","3","17:58:29","walk"
"0640034","3","17:58:30","3","18:24:17","bus"
"0640035","3","18:24:18","3","18:33:43","bike"
"0640036","3","18:33:44","3","19:37:49","walk"
"0640037","4","17:55:52","4","18:48:10","bus"
"0640038","4","18:48:11","4","19:04:46","bike"
"0640039","6","18:54:29","6","19:05:27","bike"
"0640040","6","20:18:06","6","20:28:32","bike"
"0640041","6","20:28:33","6","20:38:13","run"
"0640042","6","20:38:14","6","20:41:57","walk"
"0640043","6","20:41:58","6","20:55:50","bike"
"0640044","7","07:17:14","7","08:15:46","bus"
"0640045","7","08:15:47","7","08:31:06","walk"
"0640046","7","09:14:52","7","11:03:01","walk"
"0640047","7","11:03:02","7","11:53:15","bus"
"0640048","7","11:53:16","7","11:56:55","walk"
"0640049","7","13:23:15","7","13:34:19","walk"
"0640050","7","13:34:20","7","15:11:45","bus"
"0640051","7","17:43:19","7","17:56:41","bike"
"0640052","7","19:02:03","7","19:11:57","bike"
"0640053","1","13:34:05","1","13:38:49","bike"
"0640054","1","15:40:09","1","15:58:07","bike"
"0640055","1","17:05:05","1","17:27:53","walk"
"0640056","1","18:48:13","1","18:54:23","bike"
"0640057","2","08:23:14","2","08:42:40","bike"
"0640058","2","17:17:30","2","17:36:30","bike"
"0640059","3","17:21:06","3","17:50:00","bike"
"0640060","4","07:48:21","4","08:00:45","bike"
"0640061","4","17:21:06","4","17:34:40","bike"
"0640062","5","07:47:05","5","08:07:05","bike"
"0640063","5","16:33:06","5","16:50:26","bike"
"0640064","5","17:13:52","5","17:29:12","bus"
"0640065","5","22:13:30","5","22:59:40","walk"
"0640066","6","22:12:34","6","22:28:08","bike"
"0640067","7","18:38:36","7","19:04:54","bike"
"0640068","7","23:15:10","7","23:33:16","bike"
"0650001","3","20:51:21","3","20:52:44","walk"
"0650002","4","07:36:03","4","07:58:25","bike"
"0650003","4","21:44:57","4","21:58:30","bike"
"0650004","5","08:01:58","5","08:24:01","walk"
"0650005","7","08:11:21","7","14:20:04","walk"
"0650006","7","14:20:05","7","14:48:53","taxi"
"0650007","7","14:48:54","7","20:50:43","walk"
"0650008","7","20:50:44","7","21:10:10","taxi"
"0650009","7","21:10:11","7","21:21:19","walk"
"0650010","1","21:39:35","1","21:47:28","bike"
"0650011","2","07:47:21","2","08:02:44","bike"
"0650012","2","17:05:29","2","17:56:20","walk"
"0650013","2","17:56:21","2","19:20:46","subway"
"0650014","2","19:20:47","2","19:30:22","walk"
"0650015","2","19:30:23","2","20:09:50","car"
"0650016","2","20:09:51","2","22:06:36","subway"
"0650017","2","22:06:37","2","22:50:57","bike"
"0650018","3","07:49:54","3","08:25:56","bike"
"0650019","3","21:17:33","3","21:38:14","bike"
"0650020","4","07:50:00","4","08:39:02","bike"
"0650021","4","18:10:21","4","20:16:52","walk"
"0650022","4","20:16:53","4","20:38:41","bike"
"0650023","5","08:08:33","5","08:21:28","bike"
"0650024","5","08:21:29","5","11:05:20","walk"
"0650025","5","17:36:57","5","18:08:35","bike"
"0650026","6","11:27:30","6","11:55:27","walk"
"0650027","7","06:20:03","7","06:34:00","walk"
"0650028","1","08:04:27","1","08:11:03","bike"
"0650029","1","17:53:27","1","18:31:22","bike"
"0650030","2","07:48:27","2","08:10:25","bike"
"0650031","3","17:04:33","3","20:56:58","bike"
"0650032","4","08:55:51","4","12:09:22","bike"
"0650033","4","21:09:12","4","21:32:56","bike"
"0650034","5","07:42:46","5","08:13:19","bike"
"0650035","5","21:09:51","5","21:24:02","bike"
"0650036","6","13:09:33","6","13:47:11","taxi"
"0650037","7","10:29:33","7","10:30:20","walk"
"0650038","7","10:30:21","7","10:34:12","bike"
"0650039","7","10:34:13","7","20:41:54","walk"
"0650040","2","07:53:51","2","08:07:25","bike"
"0650041","3","21:05:33","3","21:19:15","bike"
"0650042","4","08:28:28","4","08:48:57","bike"
"0650043","4","19:23:27","4","19:36:58","bike"
"0650044","5","07:56:21","5","08:10:12","taxi"
"0650045","5","08:10:13","5","08:28:30","walk"
"0650046","5","08:28:31","5","08:51:24","taxi"
"0650047","6","09:18:27","6","11:52:25","taxi"
"0650048","7","07:51:57","7","08:01:24","bike"
"0650049","7","08:01:25","7","08:05:56","walk"
